,problem,dimension,success,time,feval,gradnorm,nits,fevals,single_evals,message
28,S308,2,True,0.0048580169677734375,0.7731990564941973,3.490814478549498e-06,17,22,18,First order condition met
29,DANIWOODLS,2,True,0.005001068115234375,0.004317308408458481,4.925394405226762e-07,20,25,21,First order condition met
30,DENSCHNF,2,True,0.004650115966796875,1.0294509447757996e-15,6.44816951010305e-07,18,23,19,First order condition met
31,PALMER4C,8,True,0.015109062194824219,0.050310688213661,5.100920429771484e-07,34,39,35,First order condition met
32,YFITU,3,True,0.06295394897460938,1.5528965190341393e-09,9.910971204025036e-07,211,221,197,First order condition met
33,GAUSS2LS,8,True,0.024229049682617188,1247.528209230999,7.315494172485261e-07,65,71,57,First order condition met
34,CHWIRUT1LS,3,True,0.015743017196655273,2384.477139309348,8.344148116814096e-09,65,71,50,First order condition met
35,COOLHANSLS,9,True,0.13977289199829102,1.6673762238099424e-08,8.803219534539797e-05,277,289,53,First order condition met
36,HAHN1LS,7,False,0.3900430202484131,7.798883112062413,2984087.349475703,999,1007,1001,Exceed max iterations
37,HIMMELBB,2,True,0.00575709342956543,2.8681059009190594e-28,6.386979155037016e-11,27,32,28,First order condition met
38,VESUVIOLS,8,False,0.18178415298461914,991.4100028725767,0.011696971204572488,279,286,235,TR radius too small
39,PALMER3C,8,True,0.011022090911865234,0.019537638972138987,4.0994905818011325e-05,31,36,32,First order condition met
40,LOGHAIRY,2,False,0.2635951042175293,6.009815474415018,0.0027799291509149108,999,1005,2,Exceed max iterations
41,LANCZOS2LS,6,True,0.026836872100830078,4.3509173244270705e-06,7.396540813196109e-06,58,63,59,First order condition met
42,HEART6LS,6,False,0.41327524185180664,0.0019092140335706313,43.282126155820436,999,1007,754,Exceed max iterations
43,HIMMELBG,2,True,0.00441431999206543,9.45632319782869e-10,9.231405574547993e-05,16,21,17,First order condition met
44,MARATOSB,2,False,0.2616450786590576,-0.5926948355321163,124.6061283291599,999,1007,26,Exceed max iterations
45,BRKMCC,2,True,0.0012559890747070312,0.16904267919659033,7.379431991472994e-07,4,7,5,First order condition met
46,STRTCHDV,10,True,0.011287927627563477,8.514679522180364e-08,4.919334586255984e-05,27,34,28,First order condition met
47,POWELLBSLS,2,True,0.15086698532104492,3.9536877876876243e-07,9.315253184584547e-07,736,754,737,First order condition met
48,DEVGLA2,5,False,0.0001590251922607422,,,0,2,2,Obj is nan or +/-inf
49,HILBERTA,2,True,0.0021669864654541016,7.396755742073922e-18,2.5277529267193327e-09,8,11,9,First order condition met
50,RECIPELS,3,True,0.0023539066314697266,1.3880799133303585e-11,6.386687149097483e-08,8,13,9,First order condition met
51,PALMER2C,8,True,0.008675813674926758,0.014368885657744327,5.911943558480397e-07,32,37,33,First order condition met
52,HIMMELBF,4,True,0.018329858779907227,318.5717487944764,1.3499802752751287e-06,57,63,57,First order condition met
53,ROSENBRTU,2,True,0.028158903121948242,1.391145829582787e-12,5.610314476424577e-06,96,102,2,First order condition met
54,STRATEC,10,False,0.0504913330078125,2818.43764509573,47492.95111805471,1,3,1,TR radius too small
55,MGH17LS,5,True,0.003231048583984375,1.1060278471001657,8.522928923334277e-05,9,14,10,First order condition met
56,DEVGLA1,4,False,0.00014591217041015625,,,0,2,2,Obj is nan or +/-inf
57,BENNETT5LS,3,True,0.017215967178344727,0.0005385200000089143,4.047615841451221e-07,66,72,63,First order condition met
58,HILBERTB,10,True,0.0022630691528320312,2.2437987774978398e-14,6.699129947083319e-07,7,12,8,First order condition met
59,HIMMELBCLS,2,True,0.006268024444580078,7.475794225035716e-15,1.0687320500440534e-06,13,18,14,First order condition met
60,BROWNDEN,4,True,0.013605833053588867,85822.20135243259,8.194583399874705e-06,47,53,45,First order condition met
