,problem,dimension,success,time,feval,gradnorm,nits,fevals,single_evals,message
0,SISSER,2,True,0.005612850189208984,8.590335539421603e-10,8.346018721859454e-07,20,23,21,First order condition met
1,CHWIRUT2LS,3,True,0.011744022369384766,513.0480294068657,2.377948080117168e-08,52,58,44,First order condition met
2,PALMER5C,6,True,0.002955913543701172,2.128086643454532,1.5634477670852334e-07,8,11,9,First order condition met
3,DENSCHNB,2,True,0.003242015838623047,4.498534519128175e-14,4.324940497121294e-07,11,16,12,First order condition met
4,GBRAINLS,2,True,0.02113819122314453,28.51585818940278,2.5856597731158812e-08,30,40,30,First order condition met
5,MGH10LS,3,False,1.1940152645111084,21741.5837493217,48775.5852178448,4999,5009,593,Exceed max iterations
6,QING,100,True,0.09122514724731445,1.1258286708826678e-14,9.521898269030154e-07,134,150,69,First order condition met
7,BOX3,3,True,0.005182981491088867,2.5850524246029727e-10,7.270348900400471e-07,16,21,17,First order condition met
8,DENSCHNC,2,True,0.011562824249267578,0.18336165467793478,2.5577679931217004e-08,43,51,44,First order condition met
9,LANCZOS3LS,6,True,0.046421051025390625,1.5719744306238347e-07,8.811967098448656e-07,97,103,98,First order condition met
10,GAUSS1LS,8,False,0.03673124313354492,1315.8222432033758,1.6292602527199503e-06,95,102,63,TR radius too small
11,MGH09LS,4,True,0.052912235260009766,0.0009146648377807757,9.353236245614617e-07,147,153,148,First order condition met
12,LANCZOS1LS,6,True,0.028699874877929688,4.27886811354281e-06,5.37498514975405e-07,59,65,60,First order condition met
13,GAUSS3LS,8,False,0.0393061637878418,1244.4846360131567,0.0017136858469398361,96,101,67,TR radius too small
14,DENSCHNA,2,True,0.004104137420654297,2.233067607263952e-13,7.472892187559685e-07,13,18,14,First order condition met
15,NELSONLS,3,False,0.02316594123840332,19.780771610511703,1292.4697624910734,81,86,45,TR radius too small
16,LUKSAN21LS,100,False,3.287653923034668,35.23082433483333,0.7532986829422772,4999,5003,5001,Exceed max iterations
17,VANDANMSLS,22,False,0.0001888275146484375,15.000017493088045,2.3200991666503836,1,3,1,TR radius too small
18,SENSORS,100,False,0.16484808921813965,-2108.53125,1.9618422892073706e-05,84,89,54,TR radius too small
19,DENSCHND,3,True,0.01857924461364746,1.239172309380325e-08,8.741409366931154e-07,69,74,70,First order condition met
20,DANWOODLS,2,False,0.00011897087097167969,,,0,2,2,Obj is nan or +/-inf
21,ZANGWIL2,2,True,0.002767801284790039,-18.200000009099988,3.4644016029111577e-07,9,12,10,First order condition met
22,CUBE,2,True,0.02188277244567871,4.329148676736707e-13,4.1848618881917263e-07,75,85,76,First order condition met
23,MUONSINELS,1,True,0.006293058395385742,51138.96429792589,1.0697931429604068e-09,22,30,22,First order condition met
24,DENSCHNE,3,True,0.012979984283447266,1.0853478691999404e-15,6.588923444428007e-08,39,44,40,First order condition met
25,DMN15333LS,99,False,48.65063405036926,168.27025830317837,61.94202822309896,4999,5009,880,Exceed max iterations
26,PALMER8C,8,True,0.021473169326782227,0.15976783354927726,3.5231211723966587e-07,57,63,57,First order condition met
27,DIAMON3DLS,99,False,40.99847912788391,470.95587886866264,2565.3241606774186,4999,5007,562,Exceed max iterations
28,PALMER5D,4,True,0.01026296615600586,87.3393947535831,5.030018353463956e-07,35,41,35,First order condition met
29,EXPFIT,2,True,0.01119375228881836,0.24051059399906183,2.4824191636664067e-07,39,45,40,First order condition met
30,HELIX,3,True,0.013485908508300781,2.5881532223056165e-14,2.7847717183095054e-07,39,46,40,First order condition met
31,LSC2LS,3,True,0.07223081588745117,13.355550558386494,9.499412400788043e-07,239,245,69,First order condition met
32,KOWOSB,4,True,0.01651287078857422,0.0003078009760753827,9.617798868801038e-07,43,48,44,First order condition met
33,S308,2,True,0.006687164306640625,0.7731990564929597,6.459235950982968e-07,21,26,22,First order condition met
34,DANIWOODLS,2,True,0.009567975997924805,0.0043173084084584465,4.934216960685256e-07,38,44,39,First order condition met
35,DENSCHNF,2,True,0.010511159896850586,1.7317863452316872e-25,9.10917926698388e-12,35,41,35,First order condition met
36,PALMER4C,8,True,0.012669801712036133,0.050310688213661,5.100920429771484e-07,34,39,35,First order condition met
