,problem,dimension,success,time,feval,gradnorm,nits,fevals,single_evals,message
44,PALMER3C,8,False,0.015298843383789062,0.019537638953601555,1.1602673631605434e-05,62,63,0,TR radius too small
45,LUKSAN22LS,100,False,3.6238200664520264,872.923031883438,0.00343716059446897,4999,5001,0,Exceed max iterations
46,CHNROSNB,50,False,1.0659761428833008,8.54056966071051e-13,6.0001340666509635e-06,1521,1522,0,TR radius too small
47,LOGHAIRY,2,True,0.3777318000793457,0.1823215567939546,2.5860014750145104e-09,1084,1086,0,First order condition met
48,HYDCAR6LS,29,False,4.139224052429199,0.012382262331767122,0.07485642897872045,4999,5001,0,Exceed max iterations
49,LANCZOS2LS,6,True,0.02555704116821289,4.300945504045282e-06,3.8921490905884433e-07,60,62,0,First order condition met
50,HEART6LS,6,True,1.165785789489746,1.1288605998135861e-09,9.403713027942712e-07,3083,3085,0,First order condition met
51,HIMMELBG,2,True,0.0041217803955078125,3.156677341225546e-14,5.304162203159084e-07,15,17,0,First order condition met
52,MARATOSB,2,True,0.4150121212005615,-1.000000062499963,2.4203788597790215e-07,1569,1571,0,First order condition met
53,TOINTQOR,50,False,0.044877052307128906,1175.472222146169,2.859884551037957e-06,68,69,0,TR radius too small
54,BRKMCC,2,True,0.0011870861053466797,0.1690426791965825,7.274311893136896e-07,4,6,0,First order condition met
55,STRTCHDV,10,True,0.017686128616333008,9.90977695264893e-10,9.606031610145932e-07,36,38,0,First order condition met
56,POWELLBSLS,2,True,0.12266325950622559,3.8546624367392477e-07,9.099273856872679e-07,597,599,0,First order condition met
57,DEVGLA2,5,False,0.006899833679199219,,,23,25,0,Obj is nan or +/-inf
58,HILBERTA,2,True,0.0017437934875488281,1.859957652080084e-21,1.564766534601076e-11,6,8,0,First order condition met
59,RECIPELS,3,True,0.005206108093261719,6.479046796982844e-10,5.564839029927164e-07,17,19,0,First order condition met
60,PALMER2C,8,True,0.028156042098999023,0.014368885658140464,3.344365315347883e-07,36,38,0,First order condition met
61,HIMMELBF,4,False,0.02327704429626465,318.57174879117576,6.3030741480907525e-06,77,78,0,TR radius too small
62,ROSENBRTU,2,True,0.03682303428649902,3.635401929705178e-13,5.74700586437395e-07,132,134,0,First order condition met
63,STRATEC,10,False,3.7202229499816895,2212.2622909073493,5.048176970203523e-05,194,195,0,TR radius too small
64,MGH17LS,5,False,0.5189838409423828,1.0137564003138237,0.16256612402211407,1972,1973,0,TR radius too small
65,DEVGLA1,4,False,0.00017690658569335938,,,0,2,0,Obj is nan or +/-inf
66,BENNETT5LS,3,False,0.020367145538330078,0.0005389171203865774,1.9057949851539142e-05,70,71,0,TR radius too small
67,HILBERTB,10,True,0.0014319419860839844,2.8104383177564387e-14,7.518799234040705e-07,5,7,0,First order condition met
68,HIMMELBCLS,2,True,0.003094911575317383,2.113881148888779e-20,1.7848497972023968e-09,11,13,0,First order condition met
69,DMN15332LS,66,False,32.693291902542114,1336.4924844727325,0.9569579615888589,4999,5001,0,Exceed max iterations
70,BROWNDEN,4,True,0.008686065673828125,85822.20135243259,3.158249742579787e-07,34,36,0,First order condition met
71,LSC1LS,3,True,0.02086782455444336,7.711852238819965,4.075306747492499e-08,68,70,0,First order condition met
72,HIMMELBH,2,True,0.002573251724243164,-0.9999999999999745,3.195592147161391e-07,9,11,0,First order condition met
73,ENGVAL2,3,True,0.01380610466003418,6.506718232200687e-13,7.189447980185652e-07,47,49,0,First order condition met
74,POWELLSQLS,2,True,0.006833076477050781,7.526130034390626e-18,5.486965814746331e-07,25,27,0,First order condition met
75,CERI651DLS,7,False,0.03641390800476074,16.27344514586962,2027.0454176983922,95,96,0,TR radius too small
76,GAUSSIAN,3,True,0.0015909671783447266,1.1279327698718322e-08,1.9162623222622084e-09,5,7,0,First order condition met
77,MISRA1BLS,2,False,1.0188720226287842,0.07546478014351408,14.601900650687256,4999,5001,0,Exceed max iterations
78,GULF,3,True,0.0228731632232666,1.1238467717681617e-08,5.614628853473092e-07,69,71,0,First order condition met
79,PRICE3,2,True,0.005107879638671875,6.450383766272737e-18,3.062686174538643e-08,22,24,0,First order condition met
80,LUKSAN15LS,100,False,0.06090116500854492,3.5696968772270528,0.00011704370000343428,83,84,0,TR radius too small
81,BIGGS6,6,True,0.08273005485534668,1.3693674883507869e-08,9.9901034558692e-07,203,205,0,First order condition met
82,MGH10SLS,3,False,0.3222358226776123,87.94585517067512,0.027631756588776927,1076,1077,0,TR radius too small
83,METHANL8LS,31,False,4.32988977432251,0.025356927855081986,0.5338817395123906,4999,5001,0,Exceed max iterations
84,SSI,3,True,0.28451991081237793,7.869211792664893e-06,9.913150662015262e-07,1064,1066,0,First order condition met
85,LUKSAN17LS,100,False,0.765394926071167,0.49316129032672823,3.091438513044384e-05,879,880,0,TR radius too small
86,TOINTPSP,50,True,0.05442404747009277,225.56040942188602,8.707858434373038e-07,86,88,0,First order condition met
87,ROSENBR,2,True,0.011951923370361328,2.4517426109211424e-18,3.5558684458935904e-08,44,46,0,First order condition met
88,ROSZMAN1LS,4,True,0.3622610569000244,0.03826755210888399,7.680190958804408e-07,1002,1004,0,First order condition met
89,PALMER1C,8,True,0.0070950984954833984,0.09760504811454729,2.5696030425311005e-07,32,34,0,First order condition met
90,HIELOW,3,False,0.00186920166015625,,,0,2,0,Obj is nan or +/-inf
91,VIBRBEAM,8,False,2.680619716644287,7.807639623682928,16522.842022245215,4999,5001,0,Exceed max iterations
92,CERI651BLS,7,False,0.019576072692871094,97.35608403244858,12518.887889428384,81,82,0,TR radius too small
93,WAYSEA1,2,True,0.009401798248291016,7.276633429199909e-17,1.5898394147869342e-08,41,43,0,First order condition met
94,METHANB8LS,31,False,4.224586009979248,3.2062064557861416e-05,0.008790444740053907,4999,5001,0,Exceed max iterations
95,BARD,3,True,0.00621485710144043,0.00821487730684123,7.133139473606273e-08,20,22,0,First order condition met
96,PRICE4,2,True,0.0066030025482177734,7.074586643288499e-15,6.636720142704223e-07,27,29,0,First order condition met
97,BEALE,2,True,0.0063397884368896484,2.663400613969213e-13,4.1624628240614324e-07,23,25,0,First order condition met
98,WATSON,12,True,0.03690695762634277,8.402959994786047e-08,8.82250579956682e-07,62,64,0,First order condition met
99,ALLINITU,4,True,0.006626129150390625,5.74438491032034,2.1558643222264162e-07,17,19,0,First order condition met
100,LUKSAN13LS,98,False,0.3266639709472656,25188.859589645206,4.524935916516951e-05,422,423,0,TR radius too small
101,MISRA1DLS,2,True,0.3157980442047119,0.056419295533831286,6.373512967470393e-07,1458,1460,0,First order condition met
102,MEXHAT,2,True,0.02044677734375,-0.040010000000000004,1.5777082801511825e-09,97,99,0,First order condition met
103,HATFLDE,3,True,0.0112762451171875,5.120377429287944e-07,2.9638734419864005e-07,27,29,0,First order condition met
104,VESUVIALS,8,False,4.029956102371216,1034.0832395323016,14674.064439415464,4999,5001,0,Exceed max iterations
105,DMN37143LS,99,False,44.52091693878174,191.5419134487359,2.033133535836817,4999,5001,0,Exceed max iterations
106,BROWNBS,2,True,0.04204392433166504,5.533781440893171e-15,1.487787812948227e-07,183,185,0,First order condition met
107,LUKSAN11LS,100,True,2.9597761631011963,1.0116778754340733e-16,1.0085780447690322e-07,4250,4252,0,First order condition met
108,PALMER1D,7,False,0.015938758850097656,0.6526739849807505,7.638037338469353e-06,61,62,0,TR radius too small
109,WAYSEA2,2,True,0.009870767593383789,3.2761333483534364e-12,9.911379436079395e-07,36,38,0,First order condition met
110,HATFLDGLS,25,True,0.03144502639770508,2.3225514458255875e-12,5.425227591231663e-07,51,53,0,First order condition met
111,EXP2,2,True,0.005202054977416992,2.5748708256606148e-12,7.879337750307206e-07,15,17,0,First order condition met
112,DIAMON2DLS,66,False,31.32145404815674,9221.767647330324,11.030966792854159,4999,5001,0,Exceed max iterations
113,ERRINRSM,50,False,3.34365177154541,38.351027069895075,0.1683052482830432,4999,5001,0,Exceed max iterations
114,RAT43LS,4,True,0.0011200904846191406,1076461.5963733331,7.958078640513122e-13,7,9,0,First order condition met
115,CLUSTERLS,2,True,0.006063699722290039,5.4002869802411034e-11,4.538020306980053e-07,22,24,0,First order condition met
116,HEART8LS,8,True,0.15056896209716797,3.519374642645608e-13,8.758022689514994e-07,295,297,0,First order condition met
117,HATFLDD,3,True,0.008857011795043945,6.618472237516216e-08,6.039849484026489e-07,28,30,0,First order condition met
118,SNAIL,2,True,0.03810000419616699,8.7930408914851e-19,1.8754243172490226e-09,132,134,0,First order condition met
119,LUKSAN16LS,100,False,0.05629706382751465,3.569696877227096,0.00015134724411186505,92,93,0,TR radius too small
120,MISRA1ALS,2,False,0.5721349716186523,0.1245513889443988,1.932287014230647e-06,2756,2757,0,TR radius too small
121,HUMPS,2,True,0.18318796157836914,1.0832618394151453e-17,1.4719115730772818e-09,533,535,0,First order condition met
122,ERRINROS,50,False,3.2312910556793213,40.13345998476115,0.06480048013904768,4999,5001,0,Exceed max iterations
123,TOINTGOR,50,False,0.179487943649292,1373.9054606636469,3.037572480128573e-06,248,249,0,TR radius too small
124,ELATVIDU,2,True,0.005999088287353516,54.75111864223102,1.490343173945181e-07,25,27,0,First order condition met
125,OSBORNEB,11,True,0.08202195167541504,0.04013773630911265,6.294930875314884e-07,129,131,0,First order condition met
126,HATFLDFL,3,True,0.02868199348449707,6.317183942383466e-05,9.090515103159526e-07,88,90,0,First order condition met
127,PALMER7C,8,True,0.007159233093261719,0.6019871954754158,1.3286567953525008e-08,27,29,0,First order condition met
128,HYDC20LS,99,False,4.095682859420776,0.2710998793108768,0.887269863362074,4999,5001,0,Exceed max iterations
129,ENSOLS,9,True,0.021252155303955078,788.5397866669987,8.073330658584291e-07,37,39,0,First order condition met
130,CERI651ELS,7,False,2.289144277572632,23.68407123621009,4.6701389340520665,4999,5001,0,Exceed max iterations
131,OSBORNEA,5,False,1.2492311000823975,0.05064756755371914,15.074899886525197,4999,5001,0,Exceed max iterations
132,EGGCRATE,2,True,0.002264738082885742,9.488197339106259,9.31186163006166e-08,8,10,0,First order condition met
133,AKIVA,2,True,0.006337881088256836,6.166042212417757,1.7546598963595382e-07,24,26,0,First order condition met
134,LUKSAN14LS,98,False,1.189836025238037,124.71504392931276,1.9916514786710207e-06,1808,1809,0,TR radius too small
135,JENSMP,2,True,0.013756990432739258,124.3621823556148,5.024867866435326e-08,49,51,0,First order condition met
136,THURBERLS,7,False,0.08108711242675781,5642.7082396669075,0.055529570329985574,194,195,0,TR radius too small
137,FBRAIN3LS,6,False,9.24255084991455,0.2451421867258387,1.6295873116318857,4999,5001,0,Exceed max iterations
138,MISRA1CLS,2,False,0.22335505485534668,0.04096683849947815,0.11834157896741963,1105,1106,0,TR radius too small
139,POWERSUM,4,True,0.0019540786743164062,37.43144669925628,4.823178301194275e-07,12,14,0,First order condition met
140,ECKERLE4LS,3,True,0.0034410953521728516,0.6996960954246593,1.5905060247591605e-07,12,14,0,First order condition met
141,BOXBODLS,2,False,0.008963823318481445,9750.33864813569,21.149368221977618,39,40,0,TR radius too small
142,MANCINO,100,False,0.24697279930114746,2.451332582664057e-10,0.04390686014413268,97,98,0,TR radius too small
143,MEYER3,3,False,1.286879062652588,9212.528750349516,8204747.442835366,4999,5001,0,Exceed max iterations
144,HATFLDFLS,3,True,0.037841081619262695,1.0722697766972455e-10,7.084439794330155e-07,123,125,0,First order condition met
145,DMN15103LS,99,False,50.07886505126953,496.4167404658021,138.59457589589869,4999,5001,0,Exceed max iterations
146,DMN37142LS,66,False,34.08940100669861,236.1498801493807,5.71437033694678,4999,5001,0,Exceed max iterations
147,SINEVAL,2,True,0.03576397895812988,2.001512953911272e-13,3.1964433178316964e-07,99,101,0,First order condition met
148,RAT42LS,3,True,0.0008656978607177734,18223.4202,8.285528839569678e-22,8,10,0,First order condition met
149,TRIGON1,10,True,0.01759815216064453,8.290948912280873e-15,8.390694340183649e-07,26,28,0,First order condition met
150,CERI651ALS,7,False,2.289271116256714,343.4765352165236,12834.18262244363,4999,5001,0,Exceed max iterations
151,PARKCH,15,False,0.04228687286376953,,,0,2,0,Obj is nan or +/-inf
152,CHNRSNBM,50,False,1.1704020500183105,1.2511145427762744e-12,4.141248756088582e-06,1497,1498,0,TR radius too small
153,HAIRY,2,False,0.02254486083984375,20.0,2.0984913378620798e-06,69,70,0,TR radius too small
154,GROWTHLS,3,True,0.0009009838104248047,3542.14903046,3.8628273262697914e-56,9,11,0,First order condition met
155,DJTL,2,False,0.04074406623840332,-8951.54472374743,0.0033774112379664845,127,128,0,TR radius too small
156,KIRBY2LS,5,False,0.9128477573394775,3.9050739623909094,2.8438342620969963,2687,2688,0,TR radius too small
157,STREG,4,False,1.046623945236206,4.051542987680504e+19,9001714267.49428,4999,5001,0,Exceed max iterations
158,PALMER6C,8,True,0.006064891815185547,0.016387437836492724,4.822097928112535e-07,24,26,0,First order condition met
159,CERI651CLS,7,False,1.994947910308838,56.579703037054166,0.09420416135841862,4999,5001,0,Exceed max iterations
160,VESUVIOULS,8,False,4.526214122772217,0.47711542879641505,0.23946971065377917,4999,5001,0,Exceed max iterations
161,TRIGON2,10,True,0.03150200843811035,8.353543198939434,9.42717988078675e-07,48,50,0,First order condition met
162,LUKSAN12LS,98,False,0.9907448291778564,1968.009212805995,5.956578745697836e-05,1387,1388,0,TR radius too small
163,JUDGE,2,True,0.0027647018432617188,20.48233700048627,4.284782656479371e-10,11,13,0,First order condition met
164,CLIFF,2,False,0.05681204795837402,2.9116914503184534,1.4138864190778273,90,91,0,TR radius too small
