,problem,dimension,success,time,feval,gradnorm,nits,fevals,single_evals,message
0,SISSER,2,True,0.005388975143432617,2.3443644700635672e-07,5.6043196031455844e-05,14,16,16,First order condition met
1,CHWIRUT2LS,3,False,0.016952991485595703,513.0479000966881,0.693239222515308,67,68,68,TR radius too small
2,PALMER5C,6,True,0.004203081130981445,2.1280866821762174,2.5167338982775833e-07,7,9,9,First order condition met
3,DENSCHNB,2,True,0.002992868423461914,4.4096628937078666e-14,4.1998393916516843e-07,10,12,12,First order condition met
4,GBRAINLS,2,False,0.029383182525634766,28.51585467025871,0.0515693337906854,48,49,49,TR radius too small
5,MGH10LS,3,False,0.15955090522766113,21737.228024482727,3259666.325035412,621,622,622,TR radius too small
6,QING,100,False,0.08086299896240234,2.453930392221082e-09,0.0014194343644705714,125,126,126,TR radius too small
7,BOX3,3,True,0.002897977828979492,1.1827037584843936e-06,4.771868796720586e-05,9,11,11,First order condition met
8,DENSCHNC,2,True,0.005906820297241211,0.18336165323853493,1.0845981875186077e-05,19,21,21,First order condition met
9,LANCZOS3LS,6,True,0.019701004028320312,6.765235471099806e-07,2.7264276642190677e-05,44,46,46,First order condition met
10,GAUSS1LS,8,False,0.03414320945739746,1315.822077033214,0.17685182769461966,88,89,89,TR radius too small
11,MGH09LS,4,True,0.018098831176757812,0.0017510438968315611,7.122165823375468e-05,49,51,51,First order condition met
12,LANCZOS1LS,6,True,0.01615166664123535,4.281276833273395e-06,5.836760618766558e-05,39,41,41,First order condition met
13,GAUSS3LS,8,False,0.04195284843444824,1244.4842581646226,2.256853200272356,95,96,96,TR radius too small
14,DENSCHNA,2,True,0.0033178329467773438,3.6352512796920397e-13,1.0039061563640727e-06,11,13,13,First order condition met
15,NELSONLS,3,False,0.039865970611572266,12.75878542215986,2871.2562016916563,115,116,116,TR radius too small
16,LUKSAN21LS,100,False,3.1715030670166016,35.23082433483333,0.7532986829422772,4999,5001,5001,Exceed max iterations
17,VANDANMSLS,22,True,7.081031799316406e-05,15.000017039477825,0.0,0,1,1,First order condition met
18,SENSORS,100,False,0.18123173713684082,-2108.531482892968,0.002045045348377962,94,95,95,TR radius too small
19,DENSCHND,3,True,0.0164797306060791,8.44991819293206e-08,4.893226196611891e-05,64,66,66,First order condition met
20,DANWOODLS,2,False,0.0001690387725830078,,,0,2,2,Obj is nan or +/-inf
21,ZANGWIL2,2,True,0.0022149085998535156,-18.199992301785127,4.778110310223919e-06,5,7,7,First order condition met
22,CUBE,2,True,0.01468515396118164,1.5706982697989702e-12,5.0116921234792395e-05,55,57,57,First order condition met
23,MUONSINELS,1,False,0.01181793212890625,51138.91708866606,0.7199354058246854,45,46,46,TR radius too small
24,DENSCHNE,3,True,0.010972976684570312,4.477953216563968e-10,4.232318073708431e-05,36,38,38,First order condition met
25,DMN15333LS,99,False,60.441429138183594,159.73367578562636,37.52627204904955,4999,5001,5001,Exceed max iterations
26,PALMER8C,8,True,0.008143901824951172,0.1597678341320261,5.334696543513166e-06,27,29,29,First order condition met
27,DIAMON3DLS,99,False,45.98069882392883,399.86130512629325,118.66120459133269,4999,5001,5001,Exceed max iterations
28,PALMER5D,4,True,0.002526998519897461,87.33939293026924,1.0473820766970086e-05,8,10,10,First order condition met
29,EXPFIT,2,True,0.009291887283325195,0.24051059205339698,4.5286622463987994e-05,28,30,30,First order condition met
30,HELIX,3,True,0.013914108276367188,1.7046382082375557e-13,1.3515929315819641e-05,42,44,44,First order condition met
31,LSC2LS,3,False,0.028105974197387695,13.87788300961256,0.0004777954008555586,89,90,90,TR radius too small
32,KOWOSB,4,True,0.013454198837280273,0.0003078008418248013,2.440035049623059e-05,34,36,36,First order condition met
33,S308,2,True,0.004846096038818359,0.77319903858006,9.923890274480006e-05,16,18,18,First order condition met
34,DANIWOODLS,2,True,0.005069732666015625,0.004317288250604179,1.0217601862378827e-05,19,21,21,First order condition met
35,DENSCHNF,2,True,0.004520893096923828,5.195843755245733e-13,1.7847162114420253e-05,17,19,19,First order condition met
36,PALMER4C,8,True,0.010349750518798828,0.050310688156173455,4.64806819012654e-07,33,35,35,First order condition met
37,YFITU,3,False,0.07828283309936523,2.293821428156831e-09,0.002985381571267614,248,249,249,TR radius too small
38,GAUSS2LS,8,False,0.035202980041503906,1247.5279307426827,1.1642061797743115,82,83,83,TR radius too small
39,CHWIRUT1LS,3,False,0.01656031608581543,2384.476781090314,0.22224139321168193,65,66,66,TR radius too small
40,COOLHANSLS,9,False,0.045703887939453125,4.934709070880672e-05,0.2564422376436292,97,98,98,TR radius too small
41,HAHN1LS,7,False,0.545889139175415,7.673281753586849,3393522.341152184,1193,1194,1194,TR radius too small
